0,0.001713195
1,0.001713195
2,0.001713195
3,0.001713195
4,0.001713195
5,0.001713195
6,0.001713195
7,0.001713195
8,0.001713195
9,0.003441875
10,0.005186323
11,0.005186323
12,0.005186323
13,0.005186323
14,0.005186323
15,0.005186323
16,0.005186323
17,0.005186323
18,0.005186323
19,0.006946831
20,0.006946831
21,0.006946831
22,0.008723698
23,0.008723698
24,0.008723698
25,0.008723698
26,0.008723698
27,0.008723698
28,0.010517232
29,0.010517232
30,0.010517232
31,0.01415558
32,0.016001055
33,0.021646867
34,0.023566488
35,0.025505592
36,0.025505592
37,0.029443861
38,0.029443861
39,0.029443861
40,0.031443868
41,0.031443868
42,0.033465041
43,0.035507834
44,0.037572718
45,0.039660178
46,0.039660178
47,0.039660178
48,0.039660178
49,0.052688392
50,0.04320069
51,0.06186295
52,0.086484733
53,0.064481603
54,0.091027362
55,0.047834464
56,0.091191447
57,0.08658419
58,0.04726735
59,0.06644474
60,0.124922571
61,0.08437671
62,0.036611574
63,0.081848307
64,0.081411461
65,0.037607823
66,0.097467791
67,0.072841294
68,0.037572718
69,0.082058372
70,0.05979191
71,0.090092738
72,0.083693745
73,0.054707479
74,0.063177845
75,0.133147124
76,0.076306497
77,0.082423311
78,0.115659504
79,0.142920749
80,0.085336758
81,0.041047434
82,0.106563877
83,0.067583655
84,0.033811718
85,0.08551469
86,0.007434607
87,0.093995497
88,0.068601521
89,0.013593703
90,0.033044834
91,0.039040371
92,0.003740081
93,0.010644451
94,0.001713195
95,0.005941542
96,0.079519737
97,0.067242447
98,0.131469638
99,0.103514184
100,0.070732224
101,0.028208027
102,0.02444318
103,0.080625322
104,0.02110818
105,0.062107445
106,0.024368336
107,0.028709788
108,0.043780975
109,0.124942652
110,0.045789861
111,0.073812828
112,0.111378166
113,0.066600111
114,0.095015174
115,0.122729104
116,0.063070784
117,0.066150706
118,0.053362371
119,0.110730058
120,0.084298012
121,0.038730486
122,0.007209109
123,0.007209109
124,0.007209109
125,0.033443549
126,0.030493132
127,0.020042527
128,0.047788762
129,0.046489702
130,0.068387138
131,0.061472421
132,0.074175551
133,0.062349878
134,0.078991312
135,0.042444838
136,0.054521279
137,0.025780808
138,0.051540793
139,0.038431225
140,0.009274395
141,0.041682434
142,0.091645217
143,0.072477465
144,0.013339025
145,0.014987703
146,0.013339025
147,0.028517469
148,0.064150681
149,0.038193192
150,0.007209109
151,0.002029882
152,0.002029882
153,0.002029882
154,0.002029882
155,0.002029882
156,0.001713195
157,0.035701759
158,0.010384943
159,0.026415988
160,0.014987703
161,0.016702735
162,0.014987703
163,0.021228692
164,0.015432466
165,0.037243754
166,0.022530189
167,0.089384683
168,0.010517599
169,0.049801948
170,0.017467812
171,0.10116876
172,0.01232775
173,0.052561138
174,0.068591203
175,0.068093937
176,0.105534753
177,0.074540991
178,0.084612433
179,0.098607551
180,0.082284837
181,0.034525891
182,0.049441635
183,0.053554187
184,0.020451879
185,0.063006927
186,0.076985669
187,0.089395092
188,0.064015424
189,0.028847686
190,0.019052814
191,0.077067818
192,0.045974955
193,0
194,0.050539539
195,0.044907908
196,0.051779447
197,0.038157377
198,0.088963394
199,0.065391898
200,0.001713195
201,0.008968561
202,0.031184398
203,0.011001431
204,0.013468302
205,0.016001055
206,0.015388925
207,0.01764944
208,0.067516928
209,0.001713195
210,0.023672238
211,0.029073019
212,0.034789649
213,0.003053875
214,0.001713195
215,0.035699943
216,0.001713195
217,0.003448435
218,0.001713195
219,0.001713195
220,0.001713195
221,0.001713195
222,0.001713195
223,0.001713195
224,0.001713195
225,0.001713195
226,0.001713195
227,0.001713195
228,0.001713195
229,0.001713195
230,0.001713195
231,0.001713195
232,0.001713195
233,0.001713195
234,0.010818037
235,0.001713195
236,0.021646867
237,0.016651342
238,0.036341121
239,0.026723095
240,0.031719258
241,0.052474485
242,0.094379592
243,0.076679209
244,0.048266639
245,0.045445848
246,0.040894897
247,0.032941426
248,0.010517232
249,0.001713195
250,0.001713195
251,0.001713195
252,0.001713195
253,0.001713195
254,0.030845643
255,0.030845643
256,0.030845643
257,0.019968574
258,0.010578357
259,0.07923058
260,0.065164503
261,0.064974958
262,0.059560919
263,0.059599709
264,0.001713195
265,0.01989597
266,0.060914086
267,0.032324893
268,0.001713195
269,0.069274077
270,0.072445707
271,0.047525072
272,0.003441875
273,0.003441875
274,0.001713195
275,0.001713195
276,0.048132028
277,0.147934699
278,0.056172849
279,0.046635541
280,0.067528165
281,0.10342113
282,0.089050072
283,0.061035809
284,0.046007337
285,0.048615653
286,0.052781388
287,0.053571778
288,0.074964297
289,0.021832442
290,0.008723698
291,0.028686192
292,0.005186323
293,0.005186323
294,0.005186323
295,0.024483928
296,0.07833223
297,0.021791748
298,0.025538675
299,0.001713195
300,0.017981933
301,0.01715208
302,0.079119175
303,0.079707985
304,0.055985107
305,0.086770876
306,0.11159643
307,0.070565491
308,0.081628102
309,0.087232984
310,0.031950066
311,0.046153118
312,0.028150021
313,0.045863576
314,0.027506009
315,0.055067598
316,0.020129966
317,0.023762179
318,0.026480564
319,0.026480564
320,0.021740807
321,0.023762179
322,0.028959606
323,0.02726912
324,0.038359475
325,0.038359475
326,0.02036475
327,0.01199278
328,0.038359475
329,0.02726912
330,0.02726912
331,0.009927493
332,0.025203833
333,0.025203833
334,0.012370757
335,0.023461112
336,0.023461112
337,0.008184772
338,0.023461112
339,0.012370757
340,0.010644451
341,0.021734806
342,0.021734806
343,0.010644451
344,0.021734806
345,0.020024606
346,0.008934251
347,0.008934251
348,0.018330215
349,0.018330215
350,0.00723986
351,0.018330215
352,0.018330215
353,0.018330215
354,0.018330215
355,0.00723986
356,0.016651342
357,0.016651342
358,0.016651342
359,0.003441875
360,0.003441875
361,0.003441875
362,0.003441875
363,0.003441875
364,0.003441875
365,0.003441875
366,0.003441875
367,0.003441875
368,0.003441875
369,0.003441875
370,0.003441875
371,0.003441875
372,0.001713195
373,0.001713195
374,0.001713195
375,0.001713195
376,0.001713195
377,0.001713195
378,0.001713195
379,0.001713195
